image$caption
synthetic_image_1.png$[{'name': 'green', 'keypoint': {'x': 298, 'y': 428}}, {'name': 'green', 'keypoint': {'x': 117, 'y': 413}}, {'name': 'orange', 'keypoint': {'x': 426, 'y': 619}}, {'name': 'blue', 'keypoint': {'x': 87, 'y': 367}}, {'name': 'green', 'keypoint': {'x': 240, 'y': 366}}, {'name': 'blue', 'keypoint': {'x': 430, 'y': 476}}, {'name': 'green', 'keypoint': {'x': 157, 'y': 374}}, {'name': 'blue', 'keypoint': {'x': 25, 'y': 457}}, {'name': 'green', 'keypoint': {'x': 424, 'y': 371}}, {'name': 'green', 'keypoint': {'x': 401, 'y': 475}}]
synthetic_image_152.png$[{'name': 'blue', 'keypoint': {'x': 423, 'y': 476}}, {'name': 'orange', 'keypoint': {'x': 450, 'y': 522}}, {'name': 'yellow', 'keypoint': {'x': 3, 'y': 483}}, {'name': 'yellow', 'keypoint': {'x': 110, 'y': 517}}, {'name': 'yellow', 'keypoint': {'x': 563, 'y': 469}}, {'name': 'blue', 'keypoint': {'x': 228, 'y': 443}}, {'name': 'yellow', 'keypoint': {'x': 612, 'y': 504}}, {'name': 'blue', 'keypoint': {'x': 590, 'y': 458}}, {'name': 'yellow', 'keypoint': {'x': 374, 'y': 589}}, {'name': 'orange', 'keypoint': {'x': 136, 'y': 604}}]
synthetic_image_153.png$[{'name': 'orange', 'keypoint': {'x': 589, 'y': 423}}, {'name': 'yellow', 'keypoint': {'x': 304, 'y': 391}}, {'name': 'blue', 'keypoint': {'x': 112, 'y': 612}}, {'name': 'orange', 'keypoint': {'x': 238, 'y': 401}}, {'name': 'green', 'keypoint': {'x': 544, 'y': 586}}, {'name': 'blue', 'keypoint': {'x': 544, 'y': 595}}, {'name': 'orange', 'keypoint': {'x': 41, 'y': 633}}, {'name': 'orange', 'keypoint': {'x': 326, 'y': 548}}, {'name': 'orange', 'keypoint': {'x': 346, 'y': 408}}, {'name': 'orange', 'keypoint': {'x': 532, 'y': 382}}]
synthetic_image_154.png$[{'name': 'blue', 'keypoint': {'x': 590, 'y': 630}}, {'name': 'orange', 'keypoint': {'x': 315, 'y': 607}}, {'name': 'green', 'keypoint': {'x': 543, 'y': 547}}, {'name': 'blue', 'keypoint': {'x': 451, 'y': 586}}, {'name': 'green', 'keypoint': {'x': 323, 'y': 536}}, {'name': 'green', 'keypoint': {'x': 429, 'y': 483}}, {'name': 'orange', 'keypoint': {'x': 686, 'y': 384}}, {'name': 'green', 'keypoint': {'x': 460, 'y': 558}}, {'name': 'orange', 'keypoint': {'x': 381, 'y': 623}}, {'name': 'green', 'keypoint': {'x': 242, 'y': 538}}]
synthetic_image_155.png$[{'name': 'yellow', 'keypoint': {'x': 653, 'y': 560}}, {'name': 'green', 'keypoint': {'x': 109, 'y': 398}}, {'name': 'yellow', 'keypoint': {'x': 394, 'y': 516}}, {'name': 'green', 'keypoint': {'x': 394, 'y': 520}}, {'name': 'yellow', 'keypoint': {'x': 270, 'y': 595}}, {'name': 'blue', 'keypoint': {'x': 348, 'y': 486}}, {'name': 'green', 'keypoint': {'x': 64, 'y': 559}}, {'name': 'green', 'keypoint': {'x': 553, 'y': 459}}, {'name': 'orange', 'keypoint': {'x': 666, 'y': 547}}, {'name': 'green', 'keypoint': {'x': 87, 'y': 494}}]
synthetic_image_156.png$[{'name': 'orange', 'keypoint': {'x': 102, 'y': 374}}, {'name': 'green', 'keypoint': {'x': 284, 'y': 616}}, {'name': 'orange', 'keypoint': {'x': 126, 'y': 597}}, {'name': 'green', 'keypoint': {'x': 67, 'y': 476}}, {'name': 'yellow', 'keypoint': {'x': 332, 'y': 421}}, {'name': 'yellow', 'keypoint': {'x': 166, 'y': 561}}, {'name': 'green', 'keypoint': {'x': 706, 'y': 544}}, {'name': 'blue', 'keypoint': {'x': 322, 'y': 473}}, {'name': 'yellow', 'keypoint': {'x': 25, 'y': 481}}, {'name': 'blue', 'keypoint': {'x': 557, 'y': 423}}]
synthetic_image_157.png$[{'name': 'green', 'keypoint': {'x': 139, 'y': 577}}, {'name': 'orange', 'keypoint': {'x': 632, 'y': 539}}, {'name': 'yellow', 'keypoint': {'x': 676, 'y': 372}}, {'name': 'yellow', 'keypoint': {'x': 373, 'y': 444}}, {'name': 'green', 'keypoint': {'x': 38, 'y': 400}}, {'name': 'green', 'keypoint': {'x': 388, 'y': 584}}, {'name': 'orange', 'keypoint': {'x': 229, 'y': 613}}, {'name': 'orange', 'keypoint': {'x': 573, 'y': 386}}, {'name': 'blue', 'keypoint': {'x': 170, 'y': 465}}, {'name': 'green', 'keypoint': {'x': 442, 'y': 587}}]
synthetic_image_158.png$[{'name': 'yellow', 'keypoint': {'x': 656, 'y': 629}}, {'name': 'orange', 'keypoint': {'x': 21, 'y': 492}}, {'name': 'orange', 'keypoint': {'x': 295, 'y': 529}}, {'name': 'blue', 'keypoint': {'x': 40, 'y': 402}}, {'name': 'yellow', 'keypoint': {'x': 647, 'y': 435}}, {'name': 'green', 'keypoint': {'x': 112, 'y': 600}}, {'name': 'blue', 'keypoint': {'x': 439, 'y': 476}}, {'name': 'green', 'keypoint': {'x': 264, 'y': 392}}, {'name': 'blue', 'keypoint': {'x': 716, 'y': 577}}, {'name': 'orange', 'keypoint': {'x': 262, 'y': 529}}]
synthetic_image_159.png$[{'name': 'orange', 'keypoint': {'x': 79, 'y': 463}}, {'name': 'yellow', 'keypoint': {'x': 7, 'y': 606}}, {'name': 'green', 'keypoint': {'x': 273, 'y': 553}}, {'name': 'blue', 'keypoint': {'x': 619, 'y': 447}}, {'name': 'orange', 'keypoint': {'x': 441, 'y': 375}}, {'name': 'yellow', 'keypoint': {'x': 225, 'y': 479}}, {'name': 'orange', 'keypoint': {'x': 169, 'y': 406}}, {'name': 'blue', 'keypoint': {'x': 310, 'y': 495}}, {'name': 'yellow', 'keypoint': {'x': 441, 'y': 498}}, {'name': 'yellow', 'keypoint': {'x': 7, 'y': 447}}]
synthetic_image_160.png$[{'name': 'blue', 'keypoint': {'x': 61, 'y': 496}}, {'name': 'blue', 'keypoint': {'x': 402, 'y': 502}}, {'name': 'green', 'keypoint': {'x': 6, 'y': 563}}, {'name': 'blue', 'keypoint': {'x': 183, 'y': 563}}, {'name': 'blue', 'keypoint': {'x': 466, 'y': 403}}, {'name': 'orange', 'keypoint': {'x': 118, 'y': 412}}, {'name': 'orange', 'keypoint': {'x': 27, 'y': 563}}, {'name': 'orange', 'keypoint': {'x': 658, 'y': 493}}, {'name': 'orange', 'keypoint': {'x': 278, 'y': 510}}, {'name': 'orange', 'keypoint': {'x': 515, 'y': 588}}]
synthetic_image_161.png$[{'name': 'green', 'keypoint': {'x': 312, 'y': 529}}, {'name': 'yellow', 'keypoint': {'x': 489, 'y': 477}}, {'name': 'blue', 'keypoint': {'x': 382, 'y': 375}}, {'name': 'orange', 'keypoint': {'x': 7, 'y': 361}}, {'name': 'orange', 'keypoint': {'x': 309, 'y': 491}}, {'name': 'yellow', 'keypoint': {'x': 194, 'y': 548}}, {'name': 'orange', 'keypoint': {'x': 672, 'y': 550}}, {'name': 'orange', 'keypoint': {'x': 631, 'y': 499}}, {'name': 'green', 'keypoint': {'x': 236, 'y': 388}}, {'name': 'orange', 'keypoint': {'x': 165, 'y': 501}}]
synthetic_image_162.png$[{'name': 'blue', 'keypoint': {'x': 670, 'y': 611}}, {'name': 'blue', 'keypoint': {'x': 519, 'y': 502}}, {'name': 'green', 'keypoint': {'x': 115, 'y': 633}}, {'name': 'yellow', 'keypoint': {'x': 172, 'y': 418}}, {'name': 'yellow', 'keypoint': {'x': 60, 'y': 578}}, {'name': 'orange', 'keypoint': {'x': 339, 'y': 569}}, {'name': 'blue', 'keypoint': {'x': 76, 'y': 436}}, {'name': 'orange', 'keypoint': {'x': 338, 'y': 423}}, {'name': 'blue', 'keypoint': {'x': 611, 'y': 570}}, {'name': 'blue', 'keypoint': {'x': 604, 'y': 628}}]
synthetic_image_163.png$[{'name': 'green', 'keypoint': {'x': 684, 'y': 490}}, {'name': 'green', 'keypoint': {'x': 420, 'y': 565}}, {'name': 'yellow', 'keypoint': {'x': 68, 'y': 596}}, {'name': 'orange', 'keypoint': {'x': 310, 'y': 469}}, {'name': 'orange', 'keypoint': {'x': 39, 'y': 413}}, {'name': 'blue', 'keypoint': {'x': 457, 'y': 464}}, {'name': 'green', 'keypoint': {'x': 492, 'y': 488}}, {'name': 'green', 'keypoint': {'x': 268, 'y': 408}}, {'name': 'yellow', 'keypoint': {'x': 355, 'y': 541}}, {'name': 'green', 'keypoint': {'x': 399, 'y': 409}}]
synthetic_image_164.png$[{'name': 'orange', 'keypoint': {'x': 585, 'y': 472}}, {'name': 'blue', 'keypoint': {'x': 62, 'y': 622}}, {'name': 'orange', 'keypoint': {'x': 225, 'y': 423}}, {'name': 'yellow', 'keypoint': {'x': 572, 'y': 528}}, {'name': 'orange', 'keypoint': {'x': 440, 'y': 395}}, {'name': 'green', 'keypoint': {'x': 378, 'y': 591}}, {'name': 'orange', 'keypoint': {'x': 299, 'y': 556}}, {'name': 'blue', 'keypoint': {'x': 639, 'y': 619}}, {'name': 'blue', 'keypoint': {'x': 664, 'y': 466}}, {'name': 'orange', 'keypoint': {'x': 68, 'y': 512}}]
synthetic_image_165.png$[{'name': 'orange', 'keypoint': {'x': 202, 'y': 442}}, {'name': 'blue', 'keypoint': {'x': 440, 'y': 518}}, {'name': 'yellow', 'keypoint': {'x': 177, 'y': 378}}, {'name': 'blue', 'keypoint': {'x': 426, 'y': 411}}, {'name': 'orange', 'keypoint': {'x': 461, 'y': 532}}, {'name': 'yellow', 'keypoint': {'x': 189, 'y': 502}}, {'name': 'orange', 'keypoint': {'x': 408, 'y': 466}}, {'name': 'blue', 'keypoint': {'x': 363, 'y': 496}}, {'name': 'yellow', 'keypoint': {'x': 519, 'y': 633}}, {'name': 'green', 'keypoint': {'x': 114, 'y': 500}}]
synthetic_image_166.png$[{'name': 'yellow', 'keypoint': {'x': 470, 'y': 593}}, {'name': 'orange', 'keypoint': {'x': 237, 'y': 596}}, {'name': 'orange', 'keypoint': {'x': 263, 'y': 480}}, {'name': 'orange', 'keypoint': {'x': 178, 'y': 553}}, {'name': 'orange', 'keypoint': {'x': 473, 'y': 568}}, {'name': 'blue', 'keypoint': {'x': 70, 'y': 492}}, {'name': 'orange', 'keypoint': {'x': 387, 'y': 560}}, {'name': 'yellow', 'keypoint': {'x': 403, 'y': 632}}, {'name': 'yellow', 'keypoint': {'x': 467, 'y': 575}}, {'name': 'yellow', 'keypoint': {'x': 359, 'y': 407}}]
synthetic_image_167.png$[{'name': 'yellow', 'keypoint': {'x': 596, 'y': 370}}, {'name': 'orange', 'keypoint': {'x': 573, 'y': 617}}, {'name': 'orange', 'keypoint': {'x': 116, 'y': 534}}, {'name': 'green', 'keypoint': {'x': 432, 'y': 616}}, {'name': 'orange', 'keypoint': {'x': 421, 'y': 461}}, {'name': 'blue', 'keypoint': {'x': 253, 'y': 446}}, {'name': 'orange', 'keypoint': {'x': 691, 'y': 586}}, {'name': 'yellow', 'keypoint': {'x': 300, 'y': 360}}, {'name': 'green', 'keypoint': {'x': 179, 'y': 603}}, {'name': 'green', 'keypoint': {'x': 24, 'y': 463}}]
synthetic_image_168.png$[{'name': 'green', 'keypoint': {'x': 685, 'y': 465}}, {'name': 'blue', 'keypoint': {'x': 17, 'y': 421}}, {'name': 'blue', 'keypoint': {'x': 433, 'y': 544}}, {'name': 'green', 'keypoint': {'x': 99, 'y': 570}}, {'name': 'blue', 'keypoint': {'x': 288, 'y': 462}}, {'name': 'green', 'keypoint': {'x': 706, 'y': 584}}, {'name': 'yellow', 'keypoint': {'x': 51, 'y': 567}}, {'name': 'yellow', 'keypoint': {'x': 533, 'y': 605}}, {'name': 'green', 'keypoint': {'x': 521, 'y': 516}}, {'name': 'orange', 'keypoint': {'x': 206, 'y': 363}}]
synthetic_image_169.png$[{'name': 'orange', 'keypoint': {'x': 362, 'y': 498}}, {'name': 'orange', 'keypoint': {'x': 543, 'y': 401}}, {'name': 'yellow', 'keypoint': {'x': 190, 'y': 430}}, {'name': 'orange', 'keypoint': {'x': 577, 'y': 391}}, {'name': 'green', 'keypoint': {'x': 12, 'y': 621}}, {'name': 'orange', 'keypoint': {'x': 478, 'y': 398}}, {'name': 'yellow', 'keypoint': {'x': 680, 'y': 371}}, {'name': 'orange', 'keypoint': {'x': 124, 'y': 411}}, {'name': 'green', 'keypoint': {'x': 718, 'y': 533}}, {'name': 'blue', 'keypoint': {'x': 283, 'y': 598}}]
synthetic_image_170.png$[{'name': 'yellow', 'keypoint': {'x': 177, 'y': 594}}, {'name': 'yellow', 'keypoint': {'x': 54, 'y': 625}}, {'name': 'orange', 'keypoint': {'x': 135, 'y': 617}}, {'name': 'yellow', 'keypoint': {'x': 37, 'y': 481}}, {'name': 'orange', 'keypoint': {'x': 102, 'y': 418}}, {'name': 'yellow', 'keypoint': {'x': 432, 'y': 390}}, {'name': 'yellow', 'keypoint': {'x': 74, 'y': 572}}, {'name': 'yellow', 'keypoint': {'x': 376, 'y': 609}}, {'name': 'blue', 'keypoint': {'x': 441, 'y': 582}}, {'name': 'green', 'keypoint': {'x': 666, 'y': 451}}]
synthetic_image_171.png$[{'name': 'orange', 'keypoint': {'x': 559, 'y': 623}}, {'name': 'orange', 'keypoint': {'x': 594, 'y': 583}}, {'name': 'orange', 'keypoint': {'x': 395, 'y': 488}}, {'name': 'blue', 'keypoint': {'x': 359, 'y': 365}}, {'name': 'blue', 'keypoint': {'x': 313, 'y': 392}}, {'name': 'orange', 'keypoint': {'x': 252, 'y': 386}}, {'name': 'yellow', 'keypoint': {'x': 489, 'y': 368}}, {'name': 'orange', 'keypoint': {'x': 19, 'y': 600}}, {'name': 'green', 'keypoint': {'x': 614, 'y': 582}}, {'name': 'blue', 'keypoint': {'x': 648, 'y': 404}}]
synthetic_image_172.png$[{'name': 'yellow', 'keypoint': {'x': 647, 'y': 481}}, {'name': 'yellow', 'keypoint': {'x': 264, 'y': 414}}, {'name': 'blue', 'keypoint': {'x': 334, 'y': 526}}, {'name': 'green', 'keypoint': {'x': 513, 'y': 509}}, {'name': 'yellow', 'keypoint': {'x': 217, 'y': 458}}, {'name': 'blue', 'keypoint': {'x': 546, 'y': 502}}, {'name': 'yellow', 'keypoint': {'x': 543, 'y': 462}}, {'name': 'blue', 'keypoint': {'x': 712, 'y': 606}}, {'name': 'blue', 'keypoint': {'x': 501, 'y': 466}}, {'name': 'blue', 'keypoint': {'x': 177, 'y': 535}}]
synthetic_image_173.png$[{'name': 'orange', 'keypoint': {'x': 614, 'y': 555}}, {'name': 'blue', 'keypoint': {'x': 261, 'y': 530}}, {'name': 'orange', 'keypoint': {'x': 155, 'y': 381}}, {'name': 'orange', 'keypoint': {'x': 301, 'y': 374}}, {'name': 'orange', 'keypoint': {'x': 101, 'y': 595}}, {'name': 'green', 'keypoint': {'x': 693, 'y': 398}}, {'name': 'orange', 'keypoint': {'x': 700, 'y': 531}}, {'name': 'green', 'keypoint': {'x': 509, 'y': 403}}, {'name': 'blue', 'keypoint': {'x': 392, 'y': 487}}, {'name': 'yellow', 'keypoint': {'x': 597, 'y': 414}}]
synthetic_image_174.png$[{'name': 'orange', 'keypoint': {'x': 436, 'y': 479}}, {'name': 'orange', 'keypoint': {'x': 471, 'y': 632}}, {'name': 'blue', 'keypoint': {'x': 253, 'y': 388}}, {'name': 'yellow', 'keypoint': {'x': 189, 'y': 616}}, {'name': 'yellow', 'keypoint': {'x': 153, 'y': 389}}, {'name': 'orange', 'keypoint': {'x': 517, 'y': 471}}, {'name': 'orange', 'keypoint': {'x': 301, 'y': 421}}, {'name': 'blue', 'keypoint': {'x': 347, 'y': 544}}, {'name': 'blue', 'keypoint': {'x': 461, 'y': 485}}, {'name': 'yellow', 'keypoint': {'x': 165, 'y': 360}}]
synthetic_image_175.png$[{'name': 'yellow', 'keypoint': {'x': 687, 'y': 383}}, {'name': 'yellow', 'keypoint': {'x': 374, 'y': 538}}, {'name': 'green', 'keypoint': {'x': 563, 'y': 420}}, {'name': 'orange', 'keypoint': {'x': 263, 'y': 436}}, {'name': 'orange', 'keypoint': {'x': 671, 'y': 526}}, {'name': 'yellow', 'keypoint': {'x': 647, 'y': 593}}, {'name': 'orange', 'keypoint': {'x': 52, 'y': 501}}, {'name': 'orange', 'keypoint': {'x': 307, 'y': 585}}, {'name': 'blue', 'keypoint': {'x': 15, 'y': 610}}, {'name': 'yellow', 'keypoint': {'x': 332, 'y': 442}}]
synthetic_image_176.png$[{'name': 'yellow', 'keypoint': {'x': 644, 'y': 605}}, {'name': 'green', 'keypoint': {'x': 542, 'y': 372}}, {'name': 'green', 'keypoint': {'x': 427, 'y': 446}}, {'name': 'blue', 'keypoint': {'x': 124, 'y': 418}}, {'name': 'blue', 'keypoint': {'x': 472, 'y': 493}}, {'name': 'orange', 'keypoint': {'x': 586, 'y': 370}}, {'name': 'yellow', 'keypoint': {'x': 124, 'y': 623}}, {'name': 'yellow', 'keypoint': {'x': 662, 'y': 609}}, {'name': 'blue', 'keypoint': {'x': 479, 'y': 536}}, {'name': 'yellow', 'keypoint': {'x': 592, 'y': 583}}]
synthetic_image_177.png$[{'name': 'yellow', 'keypoint': {'x': 578, 'y': 441}}, {'name': 'yellow', 'keypoint': {'x': 156, 'y': 611}}, {'name': 'orange', 'keypoint': {'x': 83, 'y': 528}}, {'name': 'blue', 'keypoint': {'x': 30, 'y': 469}}, {'name': 'yellow', 'keypoint': {'x': 607, 'y': 516}}, {'name': 'yellow', 'keypoint': {'x': 120, 'y': 529}}, {'name': 'blue', 'keypoint': {'x': 392, 'y': 531}}, {'name': 'orange', 'keypoint': {'x': 590, 'y': 423}}, {'name': 'orange', 'keypoint': {'x': 57, 'y': 549}}, {'name': 'blue', 'keypoint': {'x': 419, 'y': 489}}]
synthetic_image_178.png$[{'name': 'green', 'keypoint': {'x': 410, 'y': 470}}, {'name': 'green', 'keypoint': {'x': 331, 'y': 475}}, {'name': 'blue', 'keypoint': {'x': 196, 'y': 413}}, {'name': 'green', 'keypoint': {'x': 575, 'y': 607}}, {'name': 'yellow', 'keypoint': {'x': 185, 'y': 395}}, {'name': 'blue', 'keypoint': {'x': 337, 'y': 460}}, {'name': 'yellow', 'keypoint': {'x': 585, 'y': 408}}, {'name': 'green', 'keypoint': {'x': 522, 'y': 372}}, {'name': 'yellow', 'keypoint': {'x': 245, 'y': 518}}, {'name': 'orange', 'keypoint': {'x': 47, 'y': 600}}]
synthetic_image_179.png$[{'name': 'blue', 'keypoint': {'x': 232, 'y': 505}}, {'name': 'yellow', 'keypoint': {'x': 590, 'y': 382}}, {'name': 'yellow', 'keypoint': {'x': 282, 'y': 454}}, {'name': 'yellow', 'keypoint': {'x': 131, 'y': 603}}, {'name': 'orange', 'keypoint': {'x': 380, 'y': 475}}, {'name': 'green', 'keypoint': {'x': 60, 'y': 422}}, {'name': 'yellow', 'keypoint': {'x': 6, 'y': 459}}, {'name': 'blue', 'keypoint': {'x': 662, 'y': 625}}, {'name': 'orange', 'keypoint': {'x': 135, 'y': 571}}, {'name': 'blue', 'keypoint': {'x': 450, 'y': 476}}]
synthetic_image_180.png$[{'name': 'orange', 'keypoint': {'x': 645, 'y': 480}}, {'name': 'yellow', 'keypoint': {'x': 589, 'y': 457}}, {'name': 'green', 'keypoint': {'x': 138, 'y': 580}}, {'name': 'yellow', 'keypoint': {'x': 243, 'y': 572}}, {'name': 'green', 'keypoint': {'x': 306, 'y': 480}}, {'name': 'orange', 'keypoint': {'x': 270, 'y': 470}}, {'name': 'orange', 'keypoint': {'x': 506, 'y': 381}}, {'name': 'yellow', 'keypoint': {'x': 288, 'y': 616}}, {'name': 'yellow', 'keypoint': {'x': 454, 'y': 426}}, {'name': 'yellow', 'keypoint': {'x': 207, 'y': 491}}]
synthetic_image_181.png$[{'name': 'orange', 'keypoint': {'x': 394, 'y': 498}}, {'name': 'blue', 'keypoint': {'x': 458, 'y': 498}}, {'name': 'orange', 'keypoint': {'x': 28, 'y': 465}}, {'name': 'blue', 'keypoint': {'x': 117, 'y': 584}}, {'name': 'yellow', 'keypoint': {'x': 353, 'y': 369}}, {'name': 'orange', 'keypoint': {'x': 190, 'y': 527}}, {'name': 'blue', 'keypoint': {'x': 586, 'y': 597}}, {'name': 'blue', 'keypoint': {'x': 35, 'y': 458}}, {'name': 'green', 'keypoint': {'x': 684, 'y': 389}}, {'name': 'green', 'keypoint': {'x': 482, 'y': 463}}]
synthetic_image_182.png$[{'name': 'orange', 'keypoint': {'x': 697, 'y': 386}}, {'name': 'orange', 'keypoint': {'x': 502, 'y': 415}}, {'name': 'blue', 'keypoint': {'x': 633, 'y': 481}}, {'name': 'orange', 'keypoint': {'x': 164, 'y': 383}}, {'name': 'yellow', 'keypoint': {'x': 651, 'y': 618}}, {'name': 'orange', 'keypoint': {'x': 31, 'y': 534}}, {'name': 'yellow', 'keypoint': {'x': 471, 'y': 381}}, {'name': 'blue', 'keypoint': {'x': 151, 'y': 544}}, {'name': 'blue', 'keypoint': {'x': 264, 'y': 478}}, {'name': 'orange', 'keypoint': {'x': 299, 'y': 609}}]
synthetic_image_183.png$[{'name': 'orange', 'keypoint': {'x': 620, 'y': 443}}, {'name': 'green', 'keypoint': {'x': 0, 'y': 529}}, {'name': 'yellow', 'keypoint': {'x': 683, 'y': 405}}, {'name': 'orange', 'keypoint': {'x': 44, 'y': 446}}, {'name': 'blue', 'keypoint': {'x': 267, 'y': 576}}, {'name': 'blue', 'keypoint': {'x': 277, 'y': 474}}, {'name': 'yellow', 'keypoint': {'x': 530, 'y': 582}}, {'name': 'yellow', 'keypoint': {'x': 541, 'y': 520}}, {'name': 'orange', 'keypoint': {'x': 446, 'y': 630}}, {'name': 'yellow', 'keypoint': {'x': 361, 'y': 615}}]
synthetic_image_184.png$[{'name': 'green', 'keypoint': {'x': 508, 'y': 430}}, {'name': 'green', 'keypoint': {'x': 463, 'y': 505}}, {'name': 'orange', 'keypoint': {'x': 173, 'y': 605}}, {'name': 'green', 'keypoint': {'x': 365, 'y': 490}}, {'name': 'yellow', 'keypoint': {'x': 450, 'y': 466}}, {'name': 'orange', 'keypoint': {'x': 267, 'y': 542}}, {'name': 'yellow', 'keypoint': {'x': 421, 'y': 522}}, {'name': 'blue', 'keypoint': {'x': 308, 'y': 511}}, {'name': 'green', 'keypoint': {'x': 88, 'y': 554}}, {'name': 'yellow', 'keypoint': {'x': 438, 'y': 431}}]
synthetic_image_185.png$[{'name': 'yellow', 'keypoint': {'x': 614, 'y': 434}}, {'name': 'yellow', 'keypoint': {'x': 298, 'y': 396}}, {'name': 'green', 'keypoint': {'x': 369, 'y': 369}}, {'name': 'yellow', 'keypoint': {'x': 152, 'y': 519}}, {'name': 'orange', 'keypoint': {'x': 385, 'y': 459}}, {'name': 'yellow', 'keypoint': {'x': 497, 'y': 542}}, {'name': 'blue', 'keypoint': {'x': 502, 'y': 604}}, {'name': 'yellow', 'keypoint': {'x': 334, 'y': 434}}, {'name': 'yellow', 'keypoint': {'x': 582, 'y': 521}}, {'name': 'green', 'keypoint': {'x': 60, 'y': 407}}]
synthetic_image_186.png$[{'name': 'yellow', 'keypoint': {'x': 19, 'y': 564}}, {'name': 'orange', 'keypoint': {'x': 568, 'y': 518}}, {'name': 'orange', 'keypoint': {'x': 89, 'y': 437}}, {'name': 'blue', 'keypoint': {'x': 456, 'y': 618}}, {'name': 'blue', 'keypoint': {'x': 510, 'y': 428}}, {'name': 'green', 'keypoint': {'x': 653, 'y': 406}}, {'name': 'orange', 'keypoint': {'x': 312, 'y': 525}}, {'name': 'blue', 'keypoint': {'x': 46, 'y': 619}}, {'name': 'orange', 'keypoint': {'x': 352, 'y': 576}}, {'name': 'yellow', 'keypoint': {'x': 326, 'y': 539}}]
synthetic_image_187.png$[{'name': 'blue', 'keypoint': {'x': 559, 'y': 537}}, {'name': 'blue', 'keypoint': {'x': 610, 'y': 590}}, {'name': 'yellow', 'keypoint': {'x': 176, 'y': 411}}, {'name': 'yellow', 'keypoint': {'x': 641, 'y': 434}}, {'name': 'orange', 'keypoint': {'x': 704, 'y': 440}}, {'name': 'green', 'keypoint': {'x': 709, 'y': 578}}, {'name': 'blue', 'keypoint': {'x': 496, 'y': 399}}, {'name': 'green', 'keypoint': {'x': 208, 'y': 500}}, {'name': 'blue', 'keypoint': {'x': 394, 'y': 490}}, {'name': 'orange', 'keypoint': {'x': 320, 'y': 490}}]
synthetic_image_188.png$[{'name': 'blue', 'keypoint': {'x': 455, 'y': 413}}, {'name': 'blue', 'keypoint': {'x': 123, 'y': 615}}, {'name': 'yellow', 'keypoint': {'x': 82, 'y': 457}}, {'name': 'blue', 'keypoint': {'x': 451, 'y': 431}}, {'name': 'green', 'keypoint': {'x': 256, 'y': 381}}, {'name': 'green', 'keypoint': {'x': 649, 'y': 560}}, {'name': 'blue', 'keypoint': {'x': 444, 'y': 365}}, {'name': 'orange', 'keypoint': {'x': 4, 'y': 586}}, {'name': 'yellow', 'keypoint': {'x': 494, 'y': 619}}, {'name': 'blue', 'keypoint': {'x': 64, 'y': 523}}]
synthetic_image_189.png$[{'name': 'green', 'keypoint': {'x': 715, 'y': 457}}, {'name': 'green', 'keypoint': {'x': 716, 'y': 382}}, {'name': 'orange', 'keypoint': {'x': 498, 'y': 405}}, {'name': 'blue', 'keypoint': {'x': 124, 'y': 364}}, {'name': 'orange', 'keypoint': {'x': 446, 'y': 565}}, {'name': 'blue', 'keypoint': {'x': 159, 'y': 461}}, {'name': 'yellow', 'keypoint': {'x': 81, 'y': 472}}, {'name': 'blue', 'keypoint': {'x': 708, 'y': 612}}, {'name': 'orange', 'keypoint': {'x': 142, 'y': 408}}, {'name': 'green', 'keypoint': {'x': 270, 'y': 591}}]
synthetic_image_190.png$[{'name': 'green', 'keypoint': {'x': 287, 'y': 529}}, {'name': 'yellow', 'keypoint': {'x': 585, 'y': 438}}, {'name': 'green', 'keypoint': {'x': 551, 'y': 434}}, {'name': 'blue', 'keypoint': {'x': 401, 'y': 516}}, {'name': 'orange', 'keypoint': {'x': 158, 'y': 614}}, {'name': 'green', 'keypoint': {'x': 692, 'y': 388}}, {'name': 'orange', 'keypoint': {'x': 613, 'y': 615}}, {'name': 'blue', 'keypoint': {'x': 367, 'y': 575}}, {'name': 'blue', 'keypoint': {'x': 294, 'y': 443}}, {'name': 'blue', 'keypoint': {'x': 380, 'y': 558}}]
synthetic_image_191.png$[{'name': 'yellow', 'keypoint': {'x': 52, 'y': 464}}, {'name': 'orange', 'keypoint': {'x': 317, 'y': 429}}, {'name': 'orange', 'keypoint': {'x': 546, 'y': 502}}, {'name': 'green', 'keypoint': {'x': 72, 'y': 423}}, {'name': 'yellow', 'keypoint': {'x': 639, 'y': 393}}, {'name': 'blue', 'keypoint': {'x': 545, 'y': 391}}, {'name': 'orange', 'keypoint': {'x': 583, 'y': 399}}, {'name': 'green', 'keypoint': {'x': 475, 'y': 443}}, {'name': 'blue', 'keypoint': {'x': 243, 'y': 439}}, {'name': 'green', 'keypoint': {'x': 285, 'y': 506}}]
